Country Name,Country Code,Series Name,Series Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Canada,CAN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,1120801922796.48,1097365337052.13,1107137004254.31,1136561460981.26,1187639093309.48,1219495471948.22,1240092277610.05,1293170296014.76,1343511948452.21,1412581945244.22,1485168021955.29,1513016379420.16,1558395604128.98,1586546230479.85,1635608012462.46,1688118461712.15,1732650077166.73,1768167751446.19,1785768204658.82,1733711521883.99,1787297187601.06,1843368175269.74,1875731476781.95,1919357493594.25,1974509593521.01,1987343333305.37,2007982905874.52,2068901792299.98,2125651012259.85,2166217615236.3,2057078515077.34,2179485548675.88,2270784989049.25,2305499512574.39,2340729415083.26
Canada,CAN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,677180908099.146,700307077507.406,678134303427.615,695509823946.992,736534953603.51,771429628794.319,787795360513.545,819874511601.366,856037856338.157,876046283888.822,877824201198.45,859468413488.409,867121689041.978,890167242138.095,930171796810.659,955122057479.248,971253698681.489,1012824977387.95,1052253104641.38,1106349473970.81,1163199675162.51,1185010810251.65,1220552310378.31,1242600185731.73,1281025904587.38,1322152656986.39,1357030300367.79,1384848127424.16,1398632992945.77,1357861635362.94,1399830508940.89,1443745913580.69,1469093201732.39,1503261570451.97,1546457292263.22,1556508816217.14,1572673952924.25,1620386284360.03,1664832887873.71,1696605090551.84,1611126165625.03,1706996679677.69,1778503389905,1805692180594.62,1833284621684.46
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,274776566028.053,307246642755.859,314647807408.608,341866277182.733,356718400123.543,366186012449.652,379006836991.724,433134238310.709,509380027626.554,567211993243.243,596075591360.987,612527712315.615,594387358318.855,579053561739.4,579944346807.264,605961090061.207,630607994132.747,654986999855.554,634000000000,678412196271.118,744773415931.587,738981792355.372,760649334098.005,895540646634.787,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.6,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1725329192783.02,1743725183672.52,1655684730000.19,2022378748423.23,2190411080134.32,2173339670064.33,2241253230970.34
Canada,CAN,GDP (constant LCU),NY.GDP.MKTP.KN,933320956000,965194475000,934634968000,958582686000,1015125351000,1063218750000,1085774732000,1129987650000,1179829586000,1207406094000,1209856499000,1184557733000,1195105819000,1226868229000,1282004292000,1316391855000,1338625203000,1395920595000,1450262200000,1524820231000,1603173716000,1633234796000,1682219678000,1712607044000,1765567085000,1822249811000,1870319736000,1908659507000,1927658424000,1871465519000,1929308894000,1989835065000,2024769829000,2071862200000,2131396472000,2145249931000,2167529444000,2233288709000,2294547002000,2338336870000,2220526000000,2352659022000,2451212762000,2488685567000,2526714701000
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-9.4319740700862,28.6000011706788,8.83227780288267,1.41411799339429,11.2297148272859,5.35740324748592,13.8263195471281,3.92498381999467,21.3905283926492,14.3624414710737,0.426354776777345,12.7522870926697,5.60074465863221,2.72454336219565,1.45131466066431,2.26031420279821,2.6470032027451,1.18922812944517,3.91160341625552,-2.35110067203466,-20.7388393676343,-6.24017199240269,2.26694373649188,..
Afghanistan,AFG,Net migration,SM.POP.NETM,-1174239,-1998086,-500998,-172797,248224,-208685,-343397,-345535,-56263,18296,-458737,32782,1197329,1149684,315206,52505,4072,-21215,7380,-32400,-1025973,-212872,860349,247317,-269194,250971,57673,-851298,215753,-60602,-167460,384486,68628,18119,233913,-286314,-143049,-71491,-36753,9159,143634,-548784,-647402,-48958,-44089
Afghanistan,AFG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,15.995,16.562,17.147,17.747,18.365,18.997,19.647,20.314,20.998,21.088,21.177,21.266,21.355,21.444,21.534,21.624,21.714,21.805,21.895,21.986,22.078,22.169,22.261,22.353,22.5,22.703,22.907,23.113,23.32,23.528,23.737,23.948,24.16,24.373,24.587,24.803,25.02,25.25,25.495,25.754,26.026,26.314,26.616,26.933,27.265
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,-3.62580787978915,-9.81977073931242,-8.25803438536739,-0.669999256586122,2.46291172007885,2.09257523944359,-0.0593340233066949,-0.282849651384286,1.18267114653938,2.9987647953118,1.43458821147838,1.59132588364829,8.15641941048095,11.8072591071712,8.38872960212999,4.89368011973163,4.00540467357125,3.80450803445817,3.7646866376293,3.72811603964771,1.21217597601851,0.762004896898895,5.25202958527833,6.14519400188515,3.57583485398158,3.51921696042587,4.09270201656348,1.8925975396006,2.18654618162979,3.64638090813246,2.93468670173474,3.69150308391849,4.04786256315645,3.41822667584596,3.63251884652008,3.11995924146907,2.53571991833963,2.80833730805469,2.91080959861384,2.98438913621969,3.15360920291972,2.35609779179185,1.43570437048699,2.13559384981397,2.83657317243522
Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,0.00472,0.00456,0.0879,0.106,1.22,2.11,1.9,1.84,3.55,4,5,5.45,5.9,7,8.26,11,13.5,16.8,17.6,17,16.5,17.2,17.7,..
Afghanistan,AFG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6862687216715,6.78459655001655,8.68057078513406,26.4186641547444,-6.81116108898996,2.17853752389419,11.8041858089129,6.44121280934117,7.38577178397855,4.67399603536345,-0.661709164713742,4.38389195513915,4.97595150553833,0.626149149168847,2.30237251516834,5.60188791482224,5.13320340824963,13.7121023720065,-4.64470870797775,-6.60118564073726
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,8.07,8.011,7.888,7.822,7.817,7.867,7.863,7.89,7.903,7.935,7.953,7.93,7.88,7.899,7.885,7.914,7.817,7.878,7.754,7.753,7.784,7.856,7.93,7.915,9.052,10.133,11.184,11.196,11.185,11.71,11.994,14.1,13.991,13.295
Afghanistan,AFG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00482760061734038,0.0241685679088889,1.30694987042884,1.27849325196424,3.577104200584,4.36867310434287,3.41377297323201,1.93570171391636,0.45536044478174,0.45188914562189,1.20311798981139,0.293025179616803,0.285440893554571,0.239801184405551,0.209664794672203,0.88400046336123,0.516606084523093,0.274796791572807,0.661572217787196,0.124495985291258,0.0649939571808755,0.144466946606861,..,..,..
Afghanistan,AFG,"Population, total",SP.POP.TOTL,13169311,11937581,10991378,10917982,11190221,11426852,11420074,11387818,11523298,11874088,12045660,12238879,13278974,14943172,16250794,17065836,17763266,18452091,19159996,19887785,20130327,20284307,21378117,22733049,23560654,24404567,25424094,25909852,26482622,27466101,28284089,29347708,30560034,31622704,32792523,33831764,34700612,35688935,36743039,37856121,39068979,40000412,40578842,41454761,42647492
Afghanistan,AFG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-10.1194841059326,22.0201902696299,2.34567163632688,-2.14821228495553,7.38337728197978,1.13248505528998,11.6923032922081,1.6772791560615,17.0438963216074,11.0550305527288,-3.21329500579925,8.27936899310519,2.0520682606117,-0.939984755736006,-1.66505744749013,-0.300121027406746,-0.195569548342789,-1.71374269254262,0.856294729087764,-5.38251464221077,-22.5844818732987,-7.57666891152213,0.10609280092082,..
Afghanistan,AFG,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32567375969.9946,29495629513.1972,37931379899.2707,41281584746.4411,41865355064.2988,46566715049.4503,49061481753.757,55844878995.5875,58036781460.4599,70451155676.9393,80569661676.7348,80913174277.9269,91231454557.6403,96341095375.7699,98965950294.897,100402257640.593,102671664129.973,105389386367.805,106642706595.941,110814146350.335,108208794210.783,85767546197.7544,80415503801.351,82238478027.9442,..
Afghanistan,AFG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6206547590.07403,5621147630.73068,7228795918.92525,7867263256.28817,7978515641.58304,8874480195.58321,9349921885.77888,10642671963.1135,11060395115.6809,13426272073.2398,15354612541.5059,15420077665.5323,17386490239.3536,18360263162.7578,18860496494.0404,19134221644.7325,19566715174.1633,20084646751.4954,20323499020.3639,21118473702.3471,20621957125.2077,16345202562.5485,15325233810.1388,15672648238.1005,..
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3521418059.92345,2813571753.87253,3825701438.99963,4520946818.54581,5224896718.67782,6203256538.70967,6971758282.29351,9747886187.39393,10109297047.5432,12416152732.0567,15856668555.8336,17805098206.3141,19907329777.5872,20146416757.5987,20497128555.6972,19134221644.7325,18116572395.0772,18753456497.8159,18053222687.4126,18799444490.1128,19955929052.1496,14259995441.0759,14497243872.1337,17152234636.8715,..
Afghanistan,AFG,GDP (constant LCU),NY.GDP.MKTP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,418236762600,378788779600,487122375000,530146376400,537643271700,598019077900,630057371400,717171116900,745319967200,904747846400,1034691726300,1039103183900,1171612605100,1237231635500,1270940547900,1289385894400,1318530066900,1353431600000,1369526989300,1423097453800,1389639000000,1101444000000,1032712000000,1056123000000,..
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.74563529228132,2.94859680118944,1.10493826195055,-1.25159664405811,1.78064395924895,5.63724317852117,-0.787842654927232,-1.42003965566396,9.8365489718722,-9.57564016993408,-28.0021416538074,-7.18711090964234,9.55941167111243,8.30286659699082,13.3223333268813,7.33632894771891,-11.7115732812278,8.3100252038309,12.2507281968475,7.46285871776054,8.8637306604876,4.62839587394552,5.33326426009945,5.26626173860785,5.13082193056189,6.0189812403864,6.50009261158209,6.90706230713707,2.69075152362146,2.97315442681247,2.46351683915714,0.984129880204108,1.7072283175406,2.24022695382642,2.2277040745779,3.90893551362245,3.28317593330073,3.67141928098908,2.06257790176122,-3.31375636888916,8.96957619074095,4.82669611912765,3.93661689192599,3.96171911223713
Albania,ALB,Net migration,SM.POP.NETM,-601,-374,-225,66,64,-183,-2309,-3250,658,-38835,-60173,-63689,-66538,-68445,-70165,-69785,-68076,-66188,-66087,-63093,-60531,-48070,-45178,-48517,-48654,-48893,-48882,-49770,-50619,-51657,-51907,-18630,-19845,-20681,-21706,-20500,-9347,-14901,-15032,-23094,-16680,-32848,-16426,-25357,-24472
Albania,ALB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.762,34.024,34.287,34.552,34.817,35.083,35.35,35.619,35.888,36.158,36.428,36.7,37.249,37.799,38.354,38.911,39.473,40.035,40.601,41.169,41.741,42.435,43.501,44.573,45.651,46.731,47.815,48.902,49.991,51.076,52.163,53.247,54.33,55.387,56.423,57.434,58.421,59.383,60.319,61.229,62.112,62.969,63.799,64.603,65.38
Albania,ALB,Population growth (annual %),SP.POP.GROW,2.04796386136191,2.00297430640894,2.11327178253342,2.12088533357751,2.10393661802013,2.05599460887143,1.93322081083734,1.99703995612751,1.88671052887888,2.68786198874035,1.79908559333186,-0.602809679480026,-0.606434726201759,-0.610165792730247,-0.613880506929603,-0.617703658436963,-0.62151139901728,-0.625430096900055,-0.629334392525913,-0.63335227398725,-0.637356833943492,-0.93847042771206,-0.299876697084691,-0.374149169291299,-0.417931377925999,-0.511790116421897,-0.630911244851673,-0.75571875541991,-0.767342959142321,-0.673894046451936,-0.49646196338738,-0.269017331764615,-0.165151040121679,-0.183211384606402,-0.207046999760594,-0.291205786840436,-0.159880412127734,-0.0919722937442495,-0.246732042281782,-0.426007367032238,-0.574206959244013,-0.926918061639398,-1.21579032012532,-1.14841763771287,-1.14842353492312
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0.0112,0.0322,0.0486,0.065,0.0814,0.114,0.326,0.39,0.972,2.42,6.04,9.61,15,23.9,41.2,45,47,49.4,51.8,54.3,56.9,59.6,62.4,65.4,68.6,72.2,79.3,82.6,83.1,..
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,226.005421253526,85.0047512387156,22.5650526933696,7.79321853789217,12.7254778087103,33.1802743753956,20.6428588670596,0.389437653561617,0.0500181363468309,3.10758827031434,7.77052583431552,0.48400261181847,2.28001916938101,2.36658195679796,2.37072831904282,2.93268248162323,3.32087090389264,2.26692209450831,3.62604695579816,3.42912324722163,2.03159268395301,1.93762080205229,1.6258650440261,1.89617402592365,1.2754316836741,1.98666133171199,2.02805963071136,1.41109078954246,1.62088661717011,2.04147163139549,6.72520271530048,4.75976421930107,2.21448953273292
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,10.304,30.007,25.251,20.835,14.607,13.928,16.872,20.042,20.835,19.023,18.57,17.891,16.985,16.306,15.966,15.626,15.966,13.06,13.674,14.086,13.481,13.376,15.866,18.055,17.193,15.418,13.616,12.304,11.466,11.69,11.474,10.137,10.108,10.25
Albania,ALB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0,0,0,0,0,0,0,0,0,0,..,..,3.06666159864896,4.89321210624299,2.81772379080922,2.40956158210409,2.78560468452093,2.07092049927343,1.73091617857629,1.25458994529204,3.9893207113692,5.10708868615592,2.99003115858884,3.06868730168475,4.60782278585291,3.17899814544722,3.55321913781568,5.86740351847629,9.40665320050491,10.9068201480963,9.01744998049889,8.08329285826067,7.49597513325322,9.80035898039475,8.64846635716115,8.62740636982338,8.71147225448456,7.71411336285194,7.83109146132114,7.70621465029911,7.01865301314469,6.75790721640842,7.57934158372429,6.88397728372434,6.30767358364182
Albania,ALB,"Population, total",SP.POP.TOTL,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,2811666,2777689,2745972,2714617
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,3.64864854723079,0.79584007109321,-1.01680217228541,-3.30749720231947,-0.290595348322213,3.61465554406625,-2.74949637948959,-3.26252233446826,6.92361728508746,-11.1879052989609,-27.566820834883,-6.62255120696442,10.2299493392305,8.96976165854495,14.0244959350984,8.00551384353483,-11.1576605254893,8.99380682261059,12.9639268824224,8.14996793452505,9.89019357107392,4.94262296313663,5.72810598121802,5.70712308403314,5.67025027957055,6.68998139667232,7.30798262922809,7.73056161381389,3.38511539501225,3.48564808644622,2.73953255678821,1.15104401333457,1.89373834041304,2.45213157165934,2.52583093525412,4.07519842345548,3.37821153577109,3.92752570942996,2.4982994465818,-2.75698023547982,9.98433057956316,6.10894789534866,5.13712355330536,5.16252191527128
Albania,ALB,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,18274942062.1771,13157566898.775,12211917972.7497,13379305484.7034,14490171370.7022,16420600300.3435,17625269553.5668,15561073193.7869,16854202298.1771,18918964811.4736,20330860426.2168,22132933135.3563,23157332899.3762,24392374658.4909,25676940952.2689,26994379069.7453,28619165681.9121,30479437955.8985,32584671726.3776,33461444277.3221,34456304689.1287,35305141557.2967,35652590004.6104,36261261117.1058,37073595662.4486,37899485663.6135,39380952118.1987,40673898060.4481,42167207396.1692,43036938897.7124,41610799594.0145,45343111967.1762,47531686192.7876,49402826580.4701,51360027803.094
Albania,ALB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4872357833.48621,5152305744.73323,5304226467.10994,5362834894.84554,5295713833.27528,5390011641.7466,5693859705.34246,5649001049.87206,5568782994.815,6116559061.23727,5530859374.75169,3982100297.96084,3695902333.01319,4049208851.98817,4385409261.20229,4969648100.72759,5334237832.94103,4709514660.14116,5100876515.377,5725771032.93267,6153077235.62289,6698469429.12028,7008501111.79519,7382282996.75923,7771053341.65332,8169772250.74253,8661509309.89701,9224515436.60112,9861658465.33864,10127011190.7491,10428102872.2706,10685000942.5337,10790155229.5092,10974367815.094,11220218560.8998,11470171826.9575,11918533446.9749,12309839868.7084,12761785703.1071,13025007474.8895,12593390460.142,13722964212.462,14385329993.5341,14951625324.0189,15543966722.0707
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1578102105.26316,1808177156.17716,1861163170.16317,1881412587.41259,1857337995.338,1897050116.55012,2097326250,2080796250,2051236250,2253090000,2028553750,1099559027.77778,652174990.837304,1185315468.46295,1880950864.41311,2905092798.61916,3234486232.04392,2293666029.99318,2600356999.20614,3283941510.49964,3584570164.85195,4059064033.13379,4515003116.68036,5801712040.48463,7406645793.44038,8256658249.8128,9150528132.17633,11116937869.8568,13258506375.4518,12335540656.1006,12086545641.299,12973755874.5365,12246499747.9714,12796985886.1478,13296322588.1684,11470171826.9575,11988668784.6628,13258268435.6048,15379508329.7568,15585111614.0376,15241455556.3737,18032009220.4405,19017244116.7203,23547180412.3404,27177735527.5667
Albania,ALB,GDP (constant LCU),NY.GDP.MKTP.KN,640696987233.377,677509099448.441,697486111082.545,705192901995.687,696366731300.173,708766543435.289,748721437056.735,742822690209.018,732274313436.78,804304834886.43,727287498028.323,523631422600,485997451500,532455948600,576665055700,653490296600,701432494400,619283713800,670746346500,752917658300,809106839400,880823890400,921591907000,970742838800,1021864697500,1074294755500,1138956355300,1212989573200,1296771518800,1331664418200,1371256857800,1405038001400,1418865400200,1443088672100,1475417133500,1508285061100,1567242951500,1618698294900,1678127496200,1712740183100,1655984146200,1804518905900,1891617549900,1966083285900,2043973983200
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.790606971852654,2.99999608841746,6.40000411483896,5.40000302451797,5.59999652938126,3.69999725488672,0.400001002799627,-0.69999752622347,-1.00000549065851,4.40000216059909,0.800000580174981,-1.2000005864423,1.80000230253509,-2.10000075697259,-0.899996552970833,3.79999479063817,4.09999847167964,1.09999993684249,5.10000361107312,3.20000155319546,3.80000000158476,2.99999999863043,5.40000000000001,6.50000000062043,4.49999999976698,5.39999999969525,2.89999999905852,3.10000000128674,2.49999999929371,1.19999999969519,4.80000000093564,2.99999999941909,2.40000000034432,2.60000000061164,4.09999999866501,3.20000000089023,3.90000000017621,1.49999999895587,1.40000000088281,0.899999999219148,-4.99999999908597,3.79999999900707,3.60000000094915,4.10000000005964,3.29999999939609
Algeria,DZA,Net migration,SM.POP.NETM,32879,39043,48660,61292,68774,75729,64381,24933,24376,-234,1962,-6945,44102,14289,430,37817,71139,87582,-13991,-5657,-16454,-26539,-36255,-39421,-38648,-51345,-44138,-25046,-2101,-4458,-10788,-20108,-26763,-30052,-30064,-27638,-6438,-14403,-27146,-27786,-10798,-10803,-14684,-25963,-31240
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.542,44.42,45.303,46.189,47.079,47.968,48.86,49.722,50.511,51.298,52.085,52.871,53.657,54.439,55.219,55.997,56.774,57.544,58.313,59.118,59.919,60.712,61.501,62.284,63.061,63.83,64.593,65.348,66.097,66.826,67.54,68.236,68.915,69.576,70.221,70.848,71.459,72.052,72.629,73.189,73.733,74.261,74.772,75.268,75.748
